listener,CondCode,date,time,trial,SNR,correct,order,response,step,rTime,rev
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  1,+20.0,1,2,2,8,18:00:02.19
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  2,+12.0,1,2,2,8,18:00:06.02
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  3, +4.0,1,1,1,8,18:00:09.64
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  4, -4.0,0,1,3,8,18:00:13.39
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  5, +2.0,0,2,1,6,18:00:17.37
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  6, +8.0,0,3,2,6,18:00:22.50
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  7,+14.0,1,1,1,6,18:00:26.50
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  8,+14.0,1,1,1,6,18:00:30.23
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56,  9,+10.0,1,1,1,4,18:00:34.13
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 10,+10.0,1,2,2,4,18:00:37.84
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 11, +6.0,1,3,3,4,18:00:41.81
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 12, +6.0,1,1,1,4,18:00:45.54
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 13, +2.0,1,3,3,4,18:00:49.34
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 14, +2.0,1,3,3,4,18:00:53.22
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 15, -2.0,0,3,1,4,18:00:57.17
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 16, +0.0,1,3,3,2,18:01:01.27
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 17, +0.0,1,2,2,2,18:01:05.13,*
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 18, -2.0,0,3,1,2,18:01:08.92,*
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 19, +0.0,1,2,2,2,18:01:12.74
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 20, +0.0,0,2,3,2,18:01:16.55
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 21, +2.0,1,1,1,2,18:01:20.78
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 22, +2.0,1,2,2,2,18:01:24.44,*
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 23, +0.0,1,2,2,2,18:01:28.26
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 24, +0.0,1,1,1,2,18:01:32.11
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 25, -2.0,0,2,3,2,18:01:36.10,*
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 26, +0.0,1,3,3,2,18:01:40.17
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 27, +0.0,1,1,1,2,18:01:44.20,*
SR,500HzS-S00-070rms-FixNz-3P,14-Mar-2018,17:59:56, 28, -2.0,0,2,1,2,18:01:47.87,*
